Centre for Dengue Research,LKA,12
Charité-Universitätsmedizin Berlin,BEN,12
"Virology Lab,Department of Pathology, National Cheng Kung University Hospital",TWN,12
"Institute for Infectious Diseases, University of Bern, Switzerland",CHE,12
Israel Institute for Biological Research,DEU; ISR,12
County of San Luis Obispo Public Health Laboratory,USA,12
Special Infectious Agents Unit,SAU,12
The National Institute of Public Health and State Veterinary Institute Prague,CZE,12
INSPI - Charité,ECU,12
"""Facultad de Ciencias de la Vida, UNAB""",CHL,12
Molecular Microbiology Laboratory,BRA,12
"Central Laboratories,  Egyptian Ministry of Health and Population",EGY,12
"Department of Respiratory and other Viral Infections of L.V.Gromashevsky Institute of Epidemiology & Infectious Diseases NAMS of Ukrainе,  JSC ""Farmak""",UKR,12
Department of Respiratory and Critical Care,CHN,12
UCD National Virus Reference Laboratory,IRL,12
Coordenação Geral de Laboratórios de Saúde Pública (CGLAB),BRA,11
Biomedical Laboratory 2,LKA,11
National Institute of Public Health - National Institute of Hygiene,POL,11
Rafik Hariri University Hospital,LBN,11
Tilia Laboratories s.r.o.,CZE,11
The Francis Crick Institute,MUS,11
Instituto de Virología-Universidad El Bosque,COL,11
"NLZOH, Laboratory for Virology",SVN,11
Prof. Massimo Zollo CEINGE TASK-FORCE COVID19 - Regione Campania,ITA,11
Veterinary institute in Zvolen Slovakia,CZE; SVK,11
"""Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier) IRD (Institut de recherche pour le développement)""",TGO,11
University of Ulsan College of Medicine and Asan Medical Center,KOR,11
Tanjungpura University Hospital,IDN,11
"Kenema Government Hospital, Ministry of Health and Sanitation",SLE,11
"Operational Infectious Diseases,  Naval Health Research Center",USA,11
"""Stefan S. Nicolau""Institute of Virology",ROU,11
Laboratorio Mixto de Biotecnología Acuática (LMBA),ARG,11
National Public Health Organization,GRC,11
Centre de Recherches Médicales de Lambaréné (CERMEL),GAB,11
"Genetics Working Group (Pokja Genetik) Faculty of Medicine, Public Health and Nursing Universitas Gadjah Mada (FK-KMK UGM); Disease Investigation Center Wates Ministry of Agriculture Indonesia; Department of Microbiology FK-KMK UGM; Laboratorium Diagnostik Yayasan Tahija World Mosquito Program (WMP) Yogyakarta Center for Tropical Medicine FK-KMK UGM; Integrated Research Center FK-KMK UGM; Department of Computer Science and Electronics FMIPA UGM; Balai Besar Teknik Kesehatan Lingkungan dan Pengendalian Penyakit (BBTKLPP) Yogyakarta",IDN,11
Laboratório de Imunofarmacologia,BRA,11
"Molecular diagnostic unit for viral haemorrhagic fevers and emerging viruses, Bouaké CHU Laboratory",CIV,11
Hubei Provincial Center for Disease Control and Prevention,CHN,11
Ehime Prefectural Institute of Public Health and Environmental Science,JPN,11
"Virology Department, Royal Infirmary of Edinburgh, NHS Lothian",GBR,10
Associação Fundo de Incentivo à Pesquisa (AFIP),BRA,10
CIDM-PH et al.,AUS,10
"CISLD (Clinical Institute of Special Laboratory Diagnostics), University Children's Hospital, University Medical Center Ljubljana",SVN,10
University Hospital Regensburg,DEU,10
"Functional Genomics Core, University of South Carolina",USA,10
Army Medical and Veterinary Research Center,ITA,10
"MRC/UVRI & LSHTM Uganda Research Unit, Central Public Health Laboratories",UGA,10
GA Department of Public Health,USA,10
GIMAP and Virpath teams-CIRI,FRA,10
Anhui Provincial Center for Disease Control,CHN,10
CDC Atlanta,NER,10
"R. G. Lugar Center for Public Health Research,  National Center for Disease Control and Public Health (NCDC) of Georgia.",GEO,10
"Robert Koch Institute, ZBS1 Highly Pathogenic Viruses, Berlin, Germany",DEU,10
University of Bari Biomedical Sciences and Human Oncology,ITA,10
HCRC,BEL,10
"Biobank Lab, Department of Molecular Biophysics, Faculty of Biology and Environmental Protection, University of Lodz",POL,10
Keio University Hospital,JPN,10
"Virology, ICAR-National Research Centre on Equines",IND,10
"Laboratory of Clinical Microbiology, Virology and Bioemergencies, ASST Fatebenefratelli Sacco - Sacco Hospital",ITA,10
"DRESDEN-concept Genome Center, CMCB, TU Dresden",DEU,10
"Department of Pathology and Laboratory Medicine, University of California Los Angeles",CHN,10
"Biology,  MCL",EGY,10
"Specialized Lab for COVID-19 Detection, Department of Genetic Engineering and Biotechnology",BGD,10
"Biomedical Sciences and Public Health,  Polytechnic University of Marche",ITA,10
"Division of Pathogen Resource Management,  Korea National Institute of Health, Korea Disease Control and Prevention Agency",KOR,10
Centre Hospitalier Universitaire Dijon Laboratoire de Virologie Plateforme de Biologie Hospitalo-Universitaire,FRA,10
"Fourth affiliated hospital, college of medicine, zhejiang university",CHN,10
Michigan Department of Health and Human Services,USA,9
Gunma Prefectural Institute of Public Health and Environmental Sciences,JPN,9
"National reference Laboratory, NCDC, Gaduwa, Abuja",NGA,9
"Department of Virology,  Molecular Biology and Genome Research",GEO,9
International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab Platform,DOM; IRQ,9
Laboratorio Departamental de Salud Publica de Antioquia,COL,9
"Gonoshasthaya-RNA Research Center,  Gonoshasthaya-RNA Molecular Diagnostics and Research Center",BGD,9
ICAR-National Institute of High Security Animal Diseases,IND,9
CUB Hopital Erasme Laboratoire d'Anatomie Pathologique,BEL,9
VPRL,AUS,9
"Department of Virology, Public Health Laboratories Division, National Institute of Health",PAK,9
"Molecular Diagnostics,  Central Public Health Laboratory",IRQ,9
"Laboratoire Nationale de Santé, Microbiology, Epidemiology and Microbial Genomics",LUX,9
State Veterinary Institute Prague and The National Institute of Public Health,CZE,9
"Diagnostic Virology Laboratory, United States Department of Agriculture, National Veterinary Services Laboratories, Population Medicine and Diagnostic Sciences, Cornell University",USA,9
"Center for Microbiology and Cell Biology, Instituto Venezolano de Investigaciones Científicas (CMBC, IVIC)",VEN,9
National Influenza Centre for Northern Greece,GRC,9
"Center of Advanced Studies and Technology, Molecular Genetics Laboratory",ITA,9
"Charité Universitätsmedizin Berlin, Institute of Virology, Charitéplatz 1, 10117 Berlin, Germany",DEU,9
Institute of Life Sciences,IND,9
Quantigen Biosciences,USA,9
"Laboratory, The Bio Arte Limited",MLT,9
"Bioinfo, Vision Medicals, Lianhe",CHN,9
"Centro de Desenvolvimento Tecnologico em Saude,  Fundacao Oswaldo Cruz",BRA,9
Héritas,ARG,9
"Department of Laboratory Medicine
Tan Tock Seng Hospital",SGP,9
Can Ruti SARS-CoV-2 Sequencing Hub (HUGTiP/IrsiCaixa/IGTP),ESP,9
"Bacteriology and virology,  Shiraz university of medical science",IRN,9
"University College Dublin, CFS, School of Public Health",IRL,9
Vilnius University Hospital Santaros Klinikos,LTU,9
"Enteric Viruses Group, ICMR-National Institute of Virology",IND,9
"Department of Virology and Parasitology, Fujita Health University School of Medicine",JPN,8
Hong Kong Children’s Hospital,HKG,8
Gonoshasthya-RNA Molecular Research Center,BGD,8
"Indian Council of Medical Research-National Institute of Virology, Maximum Containment Laboratory",IND,8
"Genetics Working Group (Pokja Genetik) Faculty of Medicine, Public Health and Nursing Universitas Gadjah Mada (FK-KMK UGM); Disease Investigation Center Wates Ministry of Agriculture Indonesia; Department of Microbiology FK-KMK UGM; Laboratorium Diagnostik Yayasan Tahija World Mosquito Program (WMP) Yogyakarta Center for Tropical Medicine FK-KMK UGM; Integrated Research Center FK-KMK UGM; Department of Computer Science and Electronics FMIPA UGM; RSUP Dr. Sardjito",IDN,8
"Infectious Diseases,  North Carolina State Laboratory of Public Health COVID-19 Response Team",USA,8
Institute of Genomics and Integrative Biology - Council of Scientific and Industrial Research,IND,8
"Federal Budget Institution of Science, State Research Center for Applied Microbiology & Biotechnology",RUS,8
"Environmental and Global Health,  University of Florida",USA,8
International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab for Genome Sequencing,CMR; NGA,8
INT Fondazione Pascale,ITA,8
Iressef Genomics lab,SEN,8
Istituto Superiore di Sanità (ISS),ITA,8
IZSM,ITA,8
James Molecular Laboratory,USA,8
KEMRI & ICGEB,KEN,8
Laboratoire de Recherche et d'Analyses Médicales  de la Gendarmerie Royale,MAR,8
Laboratorio Central de Salud Publica de Paraguay,,8
"Department of Pathology, Bangladesh Agricultural University
&
Department of Microbiology, Mymensingh Medical College",BGD,8
"Laboratorio de Infectología Molecular
Departamento de Bioquímica y Medicina Molecular
Facultad de Medicina - Universidad Autónoma de Nuevo León",MEX,8
"Department of Microbiology, PathWest QEII Medical Centre",AUS,8
"Laboratory of Biotechnology,  Center for Advanced Technologies",UZB,8
"Laboratory of Genetics and Personalized Medicine, Zan Mitrev Clinic",MKD,8
"Laboratory of Molecular Genetics, 2nd Faculty of Medicine, Charles University in Prague, Prague, Czech Republic",CZE,8
Los Alamos National Laboratory Bioscience Division,USA,8
MD Public Health Laboratory,USA,8
"Department of Epidemiology, Infectious Disease Control and Prevention, Hiroshima University, Japan",JPN,8
"Microbiology Division,  South Carolina Department of Health and Environmental Control (SC DHEC)",USA,8
Dasman Diabetes Institute,KWT,8
"Microbiology, The University of Hong Kong",HKG,8
Molecular Virology Laboratory of Oswaldo Cruz Foundation of Rondônia,BRA,8
"MRCG at LSHTM, Genomics lab",,8
National Center for Communicable Diseases (NCCD) National Influenza Center,MNG,8
"National Institute for Viral Disease Control & Prevention, CCDC",CHN,8
"NSU Genome Research Institute (NGRI), North South University",BGD,8
OUCRU/HTD,VNM,8
"Center for Personalized Medicine,  Children's Hospital Los Angeles",USA,8
Cayman Islands Forensic Science Lab,GBR,8
Carpi Laboratory - Purdue University,USA,8
"State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China 310003",CHN,8
The First Affiliated Hospital of Guangzhou Medical University & BGI-Shenzhen,CHN,8
The Hong Kong Polytechnic University – Molecular Diagnostic Laboratory,HKG,8
BioInfoExperts LLC,USA,8
Unité Mixte Internationale TransVIHMI (UMI 233 IRD – U1175 INSERM - Université de Montpellier)IRD (Institut de recherche pour le développement),TGO,8
"Unit for Biological Agents, Department for CBRN Defence and Security, Swedish Defence Research Agency",SWE,8
"University Hospitals of Geneva, Laboratory of Virology",CHE,8
"University Hospitals Translational Laboratory (UHTL), University Hospitals",USA,8
US Air Force School of Aerospace Medicine,DEU; KOR; USA,8
ViroGenetics - BSL3 Laboratory of Virology; Human Genome Variation Research Group & Genomics Centre MCB; Bioinformatics Research Group,POL,8
Retrovirus Laboratory Adolfo Lutz Institute,BRA,7
"Duke Center for Genomic and Computational Biology (GCB),  Duke University",USA,7
Center for Genome Research and Biocomputing,USA,7
Laboratorio de Virología Molecular,VEN,7
"State Virus Research and Diagnostic Laboratory (VRDL), AIIMS Raipur",IND,7
"Research Center for Vaccine Technology and Development, Institute of Tropical Disease, Airlangga University",IDN,7
Laboratório de Biologia Integrativa,BRA,7
Kansas State Veterinary Diagnostic Laboratory,USA,7
"Regional VRDL,Dibrugarh",IND,7
Instituto Adolfo Lutz Laboratório de Vírus Respiratórios,BRA,7
Laboratory for advanced genomics,HRV,7
"Stem Cell Lab, Universitas Pembangunan Nasional Veteran Jakarta (UPNVJ)",IDN,7
"Medical Research Center, Faculty of Medicine, Syarif Hidayatullah State Islamic University Jakarta",IDN,7
"Institute of Disease Control and Prevention, People's Liberation Army",CHN,7
Universidad Industrial de Santander.,COL,7
"State Key Laboratory of Pathogen and Biosecurity,  Beijing Institute of Microbiology and Epidemiology",SLE,7
"Biology,  University of Thi-Qar",IRQ,7
Baylor Scott & White-Temple,USA,7
Basic and Applied Research on Jute Project,BGD,7
"Genetica y Virologia,  Facultad de Ciencias",URY,7
"Institute of Human Genetics, Polish Academy of Sciences",POL,7
Unidad Universitaria de Secuenciación Masiva y Bioinformática (UUSMB). IBT-UNAM,MEX,7
SMS Medical College Jaipur,IND,7
"Institute of Virology, Charité – Universitätsmedizin Berlin",GHA,7
Shandong First Medical University & Shandong Academy of Medical Sciences,CHN,7
Microbiology,BGD; HKG,7
"University of Zagreb, Centre for research and knowledge transfer in biotechnology",HRV,7
"Institute of Genomics Core Facility, University of Tartu",NOR,7
"Institute of Viral Disease Control and Prevention, China CDC",CHN,7
Laboratorio de Referencia Nacional de Biotecnología y Biología Molecular. Instituto Nacional de Salud Peru,PER,7
IBL,USA,7
Zurita & Zurita Laboratorios,ECU,7
"Wuhan Institute of Virology, Chinese Academy of Sciences",CHN,7
"Institute for Medical Virology, Goethe University Hospital Frankfurt",DEU,6
"Infectious Diseases,  Chan-Zuckerberg Biohub Covidtracker",USA,6
"Center for Precision Medicine,  Meizhou People's Hospital (Huangtang Hospital)",CHN,6
Clinical virology,TUN,6
"Department of Microbiology, Institute for Viral Diseases, College of Medicine, Korea University",KOR,6
"National Research and Innovation Agency (BRIN-Indonesia, VenomCoV Project Team)",IDN,6
National Institute of Public Health,CZE,6
"Department of Microbiology, Guangdong Provincial Center for Diseases Control and Prevention",CHN,6
"TransVIHMI, IRD/INSERM/Monpellier University",GIN,6
"Creighton University School of Medicine, Departments of Medical Microbiology and Pharmacology and Neuroscience",USA,6
Department of Microbiology and Immunology-SQUH,OMN,6
"Molecular,  ProgenaBiome",USA,6
"Virology (microbiology), Hospital Universitario Central de Asturias",ESP,6
"Institute for Virology, University Hospital Duesseldorf, Medical Faculty, Heinrich-Heine-University Duesseldorf",DEU,6
"Almaty branch,  RSE 'National Center for Biotechnology'",KAZ,6
Geelong Centre for Emerging Infectious Diseases,AUS,6
"Rocky Mountain Laboratories, RTS Genomics Unit, National Institute of Allergy and Infectious Diseases, National Institutes of Health",USA,6
"Carrington Lab, Department of PreClinical Sciences, Building 36, First Floor Biochemistry Unit, Faculty of Medical Sciences, The University of the West Indies",BRB; GBR,6
Oman-National Influenza Center-Department of Microbiology and Immunology-SQUH,OMN,6
"Geelong Centre for Emerging Infectious Diseases,  Deakin University",AUS,6
School of Life Sciences and Technology & School of Pharmacy-Institut Teknologi Bandung; Molecular Genetics Laboratory-Faculty of Medicine-Universitas Padjadjaran; Laboratorium Kesehatan Provinsi Jawa Barat,IDN,6
"Microbiology and Virology Unit, Florence Careggi University Hospital",ITA,6
"Acibadem Mehmet Ali Aydinlar University School of Medicine, Medical Genetics Department",TUR,6
Gen Era Diagnostics Corporation Life Science Research and Molecular Diagnostics,TUR,6
"Hadassah Hebrew University Viral Sequencing Group, Hadassah Hebrew University Medical Center",ISR,6
Agiomix,ARE,6
"Microbiology and Immunology,  University of South Alabama",USA,6
Servicio de Microbiologia Hospital Ramon y Cajal,ESP,6
Laboratório de Imunofarmacologia - Instituto Oswaldo Cruz,BRA,6
IHU Méditerranée Infection.,,6
Molecular Genetics,ESP,6
"Bacteriology, Georgia Public Health Laboratory (GPHL)",USA,6
"National Influenza Center, National Institute of Hygiene and Epidemiology (NIHE)",VNM,6
State Hygienic Laboratory at the University of Iowa,USA,6
"Infectious Disease Control Center, Center for Disease Control and Prevention of PLA",CHN,5
CAS Key Laboratory of Special Pathogens and Biosafety and Center for Emerging Infectious Diseases,CHN,5
"Department of Molecular and Translational Medicine, Section of Microbiology, University of Brescia, ASST Spedali Civili, Brescia",ITA,5
"Emergence des Maladies Virales,  Centre Interdisciplinaire de Recherches Medicales de Franceville",GAB,5
"National Reference Laboratory, Nigeria Centre for Disease Control, Gaduwa,Abuja, Nigeria",NGA,5
Functional Genomic Platform/Service Analyses Biologique/UATRS/ Centre National Pour la Recherche Scientifique Et Technique (CNRST),MAR,5
"Russian Academy of Sciences,  Federal Research Center for Virology and Microbiology",RUS,5
"Institute of Pathogen Biology, Chinese Academy of Medical Sciences & Peking Union Medical College",CHN,5
Laboratory Diagnostic,SRB,5
GENOMA MAYOR,PER,5
Oman-National Influenza Center,OMN,5
"Microbiology, University Hospital Donostia",ESP,5
ViFU,DNK,5
Oklahoma Animal Disease Diagnostic Laboratory,USA,5
"Microbial Genomics Laboratory, Institut Pasteur Montevideo, Uruguay",URY,5
"Immunogenomics group, Institute of Life Sciences, Bhubaneswar",IND,5
Takayuki Hishiki Kanagawa Prefectural Institute of Public Health,JPN,5
The Foundation for Medical Research,IND,5
"Institute of Tropical Disease, Universitas Airlangga; Faculty of Medicine, Universitas Sumatera Utara",IDN,5
Fondazione Pisana per la Scienza ONLUS,ITA,5
"National Laboratory for Health, Environment and Food",SVN,5
National Centre for Communicable Disease (NCCD) National Influenza Center,MNG,5
"Laboratório de Virologia, Faculdade de Medicina, UFMT",BRA,5
Public Health Virology-Forensic and Scientific Services (PHV-FSS),AUS,5
"Laboratory Diagnostic, Veterinary Specialized Institute Kraljevo",SRB,5
"AKUH Laboratories, Karachi, Pakistan",PAK,5
"Department of Laboratory Medicine,
Tan Tock Seng Hospital",SGP,5
National Influenza and other Respiratory Viruses Centre-Tunisia,TUN,5
"Faculty of Medicine,  Al-Quds University",PSE,5
"Department of Pathology, Bangladesh Agricultural University
and
Department of Microbiology, Mymensingh Medical College",BGD,5
Sonic Reference Laboratory,USA,5
"Biotechnology Division, NCDC",IND,5
Microbiological Diagnostic Unit Public Health Laboratory (MDU-PHL) and Victorian Infectious Disease Reference Laboratory (VIDRL),AUS,5
Department of Inspection，Centers for Disease Control and Prevention of Lishui,CHN,5
"Microbial Genomics Laboratory, Institut Pasteur Montevideo",URY,5
"NIAID,  Laboratory of Parasitic Diseases",USA,5
Beijing Center for Disease Prevention and Control,CHN,5
"Laboratory of molecular-genetic research, National Center for Expertise, Kazakhstan National Center for Biotechnology, Kazakhstan",KAZ,5
"Infectious Diseases,  NC SLPH COVID-19 Response Team",USA,5
HEGP - Laboratoire de Virologie,FRA,5
Laboratório de Microbiologia Molecular - Universidade FEEVALE,BRA,5
The University of Hong Kong,CHN; HKG; LKA; NPL,5
"Pathogen Discovery Laboratory, Institut Pasteur",,5
The Ohio State University-James Molecular Lab at Polaris,USA,5
"Universitas Sebelas Maret (UNS); Rumah Sakit UNS (RS-UNS); National Institute of Health Research and Development, Indonesian Ministry of Health.",IDN,5
"Institute of Microbiology,  University of Veterinary and Animal sciences",PAK,5
National Public Health Laboratory,MYS; SGP,5
Research Center Of Tropical and Infectious Of Medical Sciences,IRN,5
"Hospital General de México, Medicina Genómica",MEX,5
"Microbiological Analysis Team,  Biometrology Group, Division of Chemical and Biological Metrology, Korea Research Institute of Standards and Science (KRISS)",KOR,5
Instituto Nacional de Enfermedades Respiratorias,MEX,5
Guangdong Provincial Center for Diseases Control and Prevention,CHN,5
International Centre for Genetic Engineering and Biotechnology (ICGEB) and ARGO Open Lab Platform for Genome Sequencing,MDA,4
"National Centre for Foreign Animal Disease, Canadian Food Inspection Agency",CAN,4
THE AFRICA GENOMICS CENTRE AND CONSULTANCY,KEN,4
Centogene AG,DEU,4
PHV-FSS,AUS,4
Laboratório Baculovírus,BRA,4
Servizo de Microbioloxía. Complexo Hospitalario de Santiago de Compostela,ESP,4
Servizo de Microbioloxía. Complexo Hospitalario Universitario de Santiago de Compostela,ESP,4
Integrative Pharmacogenomics Institute (iPROMISE),MYS,4
"Laboratory of virology and molecular diagnostics, Institute of Public Health",MKD,4
Laboratorio SPOKE Biologia Molecolare -Azienda Ospedaliero Universitaria - AOU – Cagliari,ITA,4
Laboratory of Respiratory Viruses Teaching and Clinical Center of the Medical University of Lodz,POL,4
"Laboratory of Molecular Virology, Department of Biomedical, Surgical and Dental Sciences University of Milano",ITA,4
UMR PIMIT Université de La Réunion,FRA,4
"BioInfo Experts, LLC",USA,4
"Institute of Virology, Biomedical Research Center of the Slovak Academy of Sciences, Bratislava; Comenius University Science Park, Bratislava",SVK,4
Lebanese American University,LBN,4
"UAntwerp, Laboratory of Medical Microbiology",BEL,4
"Centro de Investigación en Ciencias de la Salud y Biomedicina, U.A.S.L.P.",MEX,4
"Centro de Investigación en Ciencias de la Salud y Biomedicina, U.A.S.LP.",MEX,4
"GRAM2.0, Université de Caen Normandie / Laboratoire de Virologie, CHU de Caen",FRA,4
"Laboratorio de Biologia Molecular de Flavivirus,  Instituto Oswaldo Cruz",BRA,4
MGZ Medical Genetics Center,DEU,4
NCDC/IGIB,IND,4
Instituto Nacional de Ciencias Medicas y Nutricion Salvador Zubiran,MEX,4
"Institute of Organic Chemistry and Biochemistry of the CAS
Virology",CZE,4
"Molecular Diagnostics
Mater Dei Hospital",MLT,4
"Laboratory of Microbiology and Virology, Ospedale Amedeo di Savoia, ASL ""Città di Torino""",ITA,4
"Laboratorio di Microbiologia e Virologia, Università Vita-Salute San Raffaele, Milano",ITA,4
"Department of Respiratory & Other Viral Infections of L.V. Gromashevsky Institute of Epidemiology & Infectious Diseases NAMS of Ukraine, JSC ""Farmak""",UKR,4
Laboratory for HIV and opportunistic infections diagnosis The Republican Research and Practical Center for Epidemiology and Microbiology (RRPCEM),BLR,4
"Microbiology,  Koc University",TUR,4
Imelda Hospital,BEL,4
Oman-National Influenza Center-Department of Microbiology and Immunology-SQUH,OMN,4
Cantacuzino Institute Virology,ROU,4
"UAntwerp, Laboratory of Medical Microbiology, Campus Drie Eiken S6.26, Universiteitsplein 1, 2610, Wilrijk, Antwerp, Belgium",BEL,4
"Genetica y Virologia (FC),  Facultad de Ciencias & DLSP",URY,4
Data Science,USA,4
Central Virology Laboratory,ISR,4
Pasteur Institute of Iran,IRN,4
Instituto Nacional de Cancerología,MEX,4
Genelabs Medical (Pvt) Ltd,LKA,4
"Animal health and puplic health,  Escola de Medicina Veterinaria",BRA,4
"L'institut de Recherche en Santé, de Surveillance Épidémiologique et de Formation (IRESSEF)",SEN,4
"Human Genetic Research Center, Kawsar Biotech Company",IRN,4
"Greek Genome Center,  Biomedical Research Foundation of the Academy of Athens (BRFAA)",GRC,4
Evandro Chagas Institute Virology,BRA,4
"Department of Medical Microbiology, Hospital Pengajar Universiti Putra Malaysia",MYS,4
UTMG Pathology LLC,USA,4
"Infectious Disease Biology,  Institute of Life Sciences",IND,4
"Central Virology Laboratory, Israel Ministry of Health",ISR,4
"Diagnostic Virology Laboratory,  USDA National Veterinary Services Laboratories",USA,4
"BGI & Institute of Microbiology, Chinese Academy of Sciences & Shandong First Medical University & Shandong Academy of Medical Sciences & General Hospital of Central Theater Command of People's Liberation Army of China",CHN,4
"Beaconlab (Bioinformatics, Evolution and Comparative Genomics lab), Dept of Biosciences, University on Mila",ITA,4
"Central Public Health Laboratories,  Egyptian Ministry of Health and Population",EGY,4
"Laboratory of molecular-genetic research, National Center for Expertise, Kazakhstan 
National Center for Biotechnology, Kazakhstan",KAZ,4
Kanagawa Prefectural Institute of Public Health,JPN,4
Instituto Butantan,BRA,4
1. Laboratory of Communicable Diseases (Estonia); 2. Eurofins Genomics Europe Sequencing GmbH,EST,4
"BSL-3 Lab, National Institute for Viral Disease Control and Prevention, Chinese Center for Disease Control and Prevention",CHN,4
Genomics Lab NIBD,PAK,4
"Dipartimento di Scienze Biomediche e Sanità Pubblica, Università Politecnica delle Marche",ITA,4
NBACC,FRA; USA,4
Institute of Microbiology Universidad San Francisco de Quito,ECU,3
"Environmental and Global Health, University of Florida",USA,3
Plataforma de Vigilancia Molecular (PVM) - FIOCRUZ/BA,BRA,3
Central Biological Research Laboratory and Department of Biochemistry and Molecular Biology Central Biological Research Laboratory and Department of Biochemistry and Molecular Biology,BGD,3
Pro-Vitam Diagnostics and Research Laboratory,ROU,3
Laboratory of virology and molecular diagnostics,MKD,3
"Public Health, United States Air Force School of Aerospace Medicine",CUB; GBR,3
Hospital São Rafael - IDOR,BRA,3
"Center of Advanced Studies and Technology,  CAST",ITA,3
Molecular Genetics Laboratory-Faculty of Medicine-Universitas Padjadjaran; School of Life Sciences and Technology & School of Pharmacy-Institut Teknologi Bandung; Laboratorium Kesehatan Provinsi Jawa Barat,IDN,3
"Center for Precision Medicine, Meizhou People's Hospital (Huangtang Hospital)",CHN,3
Molecular Infectious Disease,USA,3
"Functional Genomics Core, University of South Carolina,",USA,3
"Laboratório de Virologia, Faculdade de Medicina, Universidade Federal de Mato Grosso (UFMT)",BRA,3
Razi Vaccine and Serum Research Institute,IRN,3
DNA Solution Ltd,BGD,3
"Molecular Pathology, Mehr Pathobiology Lab",IRN,3
"CEIRS Data Processing and Coordinating Center,  St. Jude Center of Excellence for Influenza Research and Surveillance (CEIRS)",EGY,3
"Respiratory virus Laboratory, Chinese Academy of Medical Science",GBR; KHM; USA,3
"Gastrointestinal and Liver Diseases Research Center, Iran University of Medical Sciences",IRN,3
"DEPARTMENT OF MEDICAL MICROBIOLOGY & PARASITOLOGY,  SCHOOL OF MEDICAL SCIENCES",MYS,3
"Eijkman Institute for Molecular Biology, National Agency for Research and Innovation",IDN,3
Bushman,USA,3
"Department of Medical Microbiology & Infection prevention, Amsterdam University Medical Centers location AMC",NLD,3
Institut de Virologie du CHU de Strasbourg,FRA,3
Servicio de Microbiologia. Hospital Universitario Marqués de Valdecilla,ESP,3
"National Centre for Veterinary Type Cultures,  National Research Centre on Equines",IND,3
"Shenzhen Key Laboratory of Pathogen and Immunity, National Clinical Research Center for Infectious Disease, Shenzhen Third People's Hospital",CHN,3
Maryland Department of Health Laboratory,USA,3
Maryland Public Health Laboratory (MD PHL),USA,3
"National Influenza Center, Bahrain",BHR,3
"State Key Laboratory for Diagnosis and Treatment of Infectious Diseases, National Clinical Research Center for Infectious Diseases, First Affiliated Hospital, Zhejiang University School of Medicine, Hangzhou, China. 310003",CHN,3
"State Key Laboratory of Agriculture Microbiology, Huazhong Agric Laboratory of Animal Virology, College of Veterinary Medicine",CHN,3
"Department of Infection Prevention and Infectious Diseases,  University Hospital Regensburg",DEU,3
"Infectious Diseases,  Columbia University",USA,3
Environmental and Global Health,USA,3
"Biology, College of Education",IRQ,3
"Biology,  College of Education",IRQ,3
"Biological Prevention, Army",EGY,3
"National Key Laboratory of Gene Technology, Institute of Biotechnology (IBT)",VNM,3
Computer Science and Engineering,USA,3
"Communicable Disease Laboratory, Public Health Directorate",BHR,3
Laboratoire de Recherche et d'Analyses Medicales  de la Gendarmerie Royale,MAR,3
Instituto Butantan / Mendelics,BRA,3
Microbial Genomics Lab LAU,LBN,3
"Laboratoire Virpath, CIRI U111, UCBL1, INSERM, CNRS, ENS Lyon",FRA,3
TransVIHMI(Recherches Translationnelles sur le VIH et les Maladies Infectieuses),CMR,3
"Laboratory of Biology, Department of Medicine, Democritus University of Thrace, Greece",GRC,3
National Research and Innovation Agency (BRIN-Indonesia),IDN,3
"Incubadora Venezolana de Ciencia, Venezuela / Instituto Nacional de Salud, Bogotá, Colombia / Grupo de Investigaciones Microbiológicas-UR (GIMUR), Departamento de Biología, Facultad de Ciencias Naturales, Universidad del Rosario, Bogotá, Colombia / Icahn School of Medicine at Mount Sinai, New York, USA",VEN,3
"Clinical Laboratory, Hospital Israelita Albert Einstein",BRA,3
Imelda hospital Bonheiden,BEL,3
Microbial Pathogenomics Lab,LBN,3
"LABORATORY OF CLINICAL MICROBIOLOGY, FACULTY OF MEDICINE, UNIVERSITY OF INDONESIA",IDN,3
"Clinical and Experimental Pharmacology Lab, LR16SP02, National Center of Pharmacovigilance, University of Tunis El Manar, Tunis, Tunisia. 2-Neurodegenerative diseases and psychiatric troubles, LR18SP03, Razi Hospital, University of Tunis El Manar, Tunis, Tunisia. 3- Ministry of Health, National Observatory of New and Emerging Diseases, 1006, Tunis, Tunisia",TUN,3
N.F. Gamaleya Research Center for Epidemiology and Microbiology,RUS,3
"Dr. Ishaan Gupta lab,
Department of Biochemical Engineering and Biotechnology,
Block I, Indian Institute of Technology Delhi",IND,3
"Genomics and Computational Biology Lab, Scientific Research Institute of Physical-Chemical Medicine, FMBA of Russia",RUS,3
"Microbiological Diagnostic Unit - Public Health Laboratory (MDU-PHL), The Peter Doherty Institute for Infection and Immunity",AUS,3
"Advanced Molecular Diagnostics,  Arizona Department of Health Services",USA,3
IHU Mediterranean Infection,SEN,3
